v8-version,10,2,154,23,-node.21,0
v8-platform,macos,macos
shared-library,/Users/jimdriscoll/.nvm/versions/node/v18.13.0/bin/node,0x102f24000,0x10422ccac,49414144
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x18e81d8f0,0x18ea0c07c,239009792
shared-library,/usr/lib/libobjc.A.dylib,0x18e449c00,0x18e47e6b0,239009792
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x1919046f0,0x191939fc0,239009792
shared-library,/usr/lib/liboah.dylib,0x199da9f28,0x199daee70,239009792
shared-library,/usr/lib/libfakelink.dylib,0x199ddd3dc,0x199ddeb80,239009792
shared-library,/usr/lib/libicucore.A.dylib,0x19133a624,0x191588320,239009792
shared-library,/usr/lib/libSystem.B.dylib,0x199dda4fc,0x199ddab0c,239009792
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x199ddfbd4,0x199ddfe50,239009792
shared-library,/usr/lib/libc++abi.dylib,0x18e767820,0x18e77add8,239009792
shared-library,/usr/lib/libc++.1.dylib,0x18e703a60,0x18e75b524,239009792
shared-library,/usr/lib/system/libcache.dylib,0x199dd46a4,0x199dd7370,239009792
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x199d90980,0x199d9ba94,239009792
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x199dba99c,0x199dbd864,239009792
shared-library,/usr/lib/system/libcopyfile.dylib,0x199db1828,0x199db8020,239009792
shared-library,/usr/lib/system/libcorecrypto.dylib,0x18e57fc00,0x18e5e929c,239009792
shared-library,/usr/lib/system/libdispatch.dylib,0x18e634fd4,0x18e671dd8,239009792
shared-library,/usr/lib/system/libdyld.dylib,0x18e7c5510,0x18e7e64a8,239009792
shared-library,/usr/lib/system/libkeymgr.dylib,0x199dc9764,0x199dc9e50,239009792
shared-library,/usr/lib/system/libmacho.dylib,0x199d6b640,0x199d6f9bc,239009792
shared-library,/usr/lib/system/libquarantine.dylib,0x199446c1c,0x199448bb8,239009792
shared-library,/usr/lib/system/libremovefile.dylib,0x199dc7448,0x199dc8c40,239009792
shared-library,/usr/lib/system/libsystem_asl.dylib,0x1934543c4,0x193469000,239009792
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x18e51a9a8,0x18e51d8d0,239009792
shared-library,/usr/lib/system/libsystem_c.dylib,0x18e67f1a4,0x18e6f7b20,239009792
shared-library,/usr/lib/system/libsystem_collections.dylib,0x199dbe878,0x199dc2958,239009792
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x19897054c,0x198973700,239009792
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x1979fa3fc,0x197a236a8,239009792
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x199a7c0d4,0x199a800d8,239009792
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1915f1418,0x1915f8170,239009792
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x199dcae2c,0x199dd0f88,239009792
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x18e67b9c8,0x18e67da50,239009792
shared-library,/usr/lib/system/libsystem_info.dylib,0x18e7f0cd0,0x18e8173d0,239009792
shared-library,/usr/lib/system/libsystem_m.dylib,0x199d32080,0x199d59ec0,239009792
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x18e6082b4,0x18e62d140,239009792
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x1933d4aa4,0x1933e7af0,239009792
shared-library,/usr/lib/system/libsystem_notify.dylib,0x191a5b888,0x191a68bf0,239009792
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x19897548c,0x198979040,239009792
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x199dc3d90,0x199dc5388,239009792
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x18e77e980,0x18e7afe9c,239009792
shared-library,/usr/lib/system/libsystem_platform.dylib,0x18e7e9340,0x18e7ef2e4,239009792
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x18e7b7ae4,0x18e7c28d0,239009792
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x194c236b0,0x194c292bc,239009792
shared-library,/usr/lib/system/libsystem_trace.dylib,0x18e5624a0,0x18e577c10,239009792
shared-library,/usr/lib/system/libunwind.dylib,0x199da1b44,0x199da73c0,239009792
shared-library,/usr/lib/system/libxpc.dylib,0x18e51f29c,0x18e555928,239009792
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x19197f68c,0x191a32370,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1a0484fc0,0x1a0484fc0,239009792
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x195a33e80,0x195a34ad8,239009792
shared-library,/usr/lib/libenergytrace.dylib,0x1933ed6a4,0x1933edd28,239009792
shared-library,/usr/lib/libbsm.0.dylib,0x199471950,0x19947fd58,239009792
shared-library,/usr/lib/libz.1.dylib,0x199d1f770,0x199d2ac10,239009792
shared-library,/usr/lib/system/libkxld.dylib,0x199d7276c,0x199d8aa74,239009792
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x1930149bc,0x193286ee8,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x19651dde4,0x196527de0,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x191600038,0x1916efdd0,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x195a77e6c,0x195af81b8,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x199a82c58,0x199aace08,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x199fa28c4,0x19a003fa0,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x194ba60c0,0x194c092d0,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x18ecf66d8,0x18eec6860,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x19a619a5c,0x19a660ab0,239009792
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x19652c2cc,0x196548ee8,239009792
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x190f9814c,0x191293ea0,239009792
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x18f41274c,0x18f48c6e0,239009792
shared-library,/usr/lib/libapple_nghttp2.dylib,0x19a0413e4,0x19a050760,239009792
shared-library,/usr/lib/libcompression.dylib,0x19a073700,0x19a0c7b40,239009792
shared-library,/usr/lib/libnetwork.dylib,0x193012fc0,0x193012fc0,239009792
shared-library,/usr/lib/libsqlite3.dylib,0x19482b930,0x1949dd610,239009792
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x18f749210,0x18fe55ec4,239009792
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x194c2c768,0x1957c0dec,239009792
shared-library,/usr/lib/libCoreEntitlements.dylib,0x2159994e8,0x21599f210,239009792
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x2028a2fe4,0x2028c0ca0,239009792
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x194811314,0x194823460,239009792
shared-library,/usr/lib/libMobileGestalt.dylib,0x1933f0240,0x19343939c,239009792
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x199a5e640,0x199a69be4,239009792
shared-library,/usr/lib/libcoretls.dylib,0x19945a39c,0x19946c468,239009792
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x19a688e04,0x19a689c00,239009792
shared-library,/usr/lib/libpam.2.dylib,0x19a06def8,0x19a070ff0,239009792
shared-library,/usr/lib/libxar.1.dylib,0x19a6ef57c,0x19a6fb778,239009792
shared-library,/System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout,0x19655c8dc,0x19658fb00,239009792
shared-library,/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration,0x195b10400,0x195b16d80,239009792
shared-library,/usr/lib/libarchive.2.dylib,0x199f1ad8c,0x199f8c480,239009792
shared-library,/usr/lib/libxml2.2.dylib,0x1965a63e0,0x19666e950,239009792
shared-library,/usr/lib/liblangid.dylib,0x1989811e4,0x198981d20,239009792
shared-library,/System/Library/Frameworks/Combine.framework/Versions/A/Combine,0x19e3ef524,0x19e515ca0,239009792
shared-library,/usr/lib/swift/libswiftCore.dylib,0x19c4c9660,0x19c920e88,239009792
shared-library,/usr/lib/swift/libswiftCoreFoundation.dylib,0x1afc877cc,0x1afc8ccc8,239009792
shared-library,/usr/lib/swift/libswiftDarwin.dylib,0x1adb8afac,0x1adb8f0d8,239009792
shared-library,/usr/lib/swift/libswiftDispatch.dylib,0x1a19a1ce4,0x1a19b28d0,239009792
shared-library,/usr/lib/swift/libswiftIOKit.dylib,0x1afca7d44,0x1afca7fb0,239009792
shared-library,/usr/lib/swift/libswiftObjectiveC.dylib,0x1a3da8370,0x1a3da9f30,239009792
shared-library,/usr/lib/swift/libswiftXPC.dylib,0x1afc9ba1c,0x1afca49b8,239009792
shared-library,/usr/lib/swift/libswift_Concurrency.dylib,0x216813f7c,0x21685c080,239009792
shared-library,/usr/lib/swift/libswift_StringProcessing.dylib,0x216965dc0,0x2169fdb40,239009792
shared-library,/usr/lib/swift/libswiftos.dylib,0x1a3daca24,0x1a3dc08f0,239009792
shared-library,/System/Library/PrivateFrameworks/AppleSystemInfo.framework/Versions/A/AppleSystemInfo,0x19897c9c4,0x19897f4e0,239009792
shared-library,/System/Library/PrivateFrameworks/IOMobileFramebuffer.framework/Versions/A/IOMobileFramebuffer,0x19914e9f4,0x199159200,239009792
shared-library,/System/Library/Frameworks/IOSurface.framework/Versions/A/IOSurface,0x197a2cc64,0x197a3b448,239009792
shared-library,/usr/lib/libpcap.A.dylib,0x199de0c60,0x199e017f0,239009792
shared-library,/usr/lib/libdns_services.dylib,0x194c19818,0x194c200f8,239009792
shared-library,/usr/lib/liblzma.5.dylib,0x19a66f670,0x19a681770,239009792
shared-library,/usr/lib/libbz2.1.0.dylib,0x199a6ecec,0x199a79fa0,239009792
shared-library,/usr/lib/libiconv.2.dylib,0x199e165c0,0x199e2b970,239009792
shared-library,/usr/lib/libcharset.1.dylib,0x199d69948,0x199d69e38,239009792
shared-library,/usr/lib/swift/libswift_RegexParser.dylib,0x2168b15fc,0x216947e30,239009792
shared-library,/usr/lib/libheimdal-asn1.dylib,0x19aab99dc,0x19aac2b40,239009792
shared-library,/usr/lib/libCheckFix.dylib,0x19944c828,0x199456d4c,239009792
